DATE,GENERATED,EXPORTED,USED,PEAK_POWER,PEAK_TIME,CONDITION,TEMPERATURE_MIN,TEMPERATURE_MAX,COMMENTS,IMPORT_PEAK,IMPORT_OFF_PEAK,IMPORT_SHOULDER,CREDIT,DEBIT
15/04/19,13400,,,1953,16:05,Partly Cloudy,16.50,44.90,"Updated 19:57 UTC+2:00",,,,,
14/04/19,13800,,,1997,16:15,Fine,16.30,44.40,"Updated 20:03 UTC+2:00",,,,,
13/04/19,9000,,,2509,16:40,Mostly Cloudy,17.40,39.20,"Updated 19:31 UTC+2:00",,,,,
12/04/19,9100,,,2254,15:05,Mostly Cloudy,17.40,43.90,"Updated 19:53 UTC+2:00",,,,,
11/04/19,12700,,,2530,15:20,Partly Cloudy,17.20,44.10,"Updated 19:49 UTC+2:00",,,,,
10/04/19,14600,,,2175,16:20,Fine,17.50,46.70,"Updated 20:15 UTC+2:00",,,,,
09/04/19,11700,,,2098,16:30,Partly Cloudy,19.00,45.10,"Updated 20:04 UTC+2:00",,,,,
08/04/19,11800,,,1884,16:00,Partly Cloudy,18.80,46.40,"Updated 19:31 UTC+2:00",,,,,
07/04/19,11800,,,1849,16:55,Partly Cloudy,16.90,45.20,"Updated 19:39 UTC+2:00",,,,,
06/04/19,6300,,,2016,16:00,Cloudy,17.10,36.80,"Updated 20:12 UTC+2:00",,,,,
05/04/19,11200,,,2034,15:10,Partly Cloudy,16.50,44.00,"Updated 19:32 UTC+2:00",,,,,
04/04/19,5400,,,1242,12:35,Cloudy,16.80,32.00,"Updated 19:38 UTC+2:00",,,,,
03/04/19,6100,,,2493,16:55,Cloudy,17.00,41.60,"Updated 19:35 UTC+2:00",,,,,
02/04/19,4900,,,2317,16:20,Cloudy,17.20,36.60,"Updated 17:37 UTC+2:00",,,,,
01/04/19,12600,,,1994,16:25,Partly Cloudy,17.30,45.30,"Updated 19:31 UTC+2:00",,,,,
31/03/19,13200,,,2037,16:35,Partly Cloudy,17.80,46.10,"Updated 19:28 UTC+2:00",,,,,
30/03/19,11300,,,1913,15:45,Partly Cloudy,17.60,44.50,"Updated 18:24 UTC+1:00",,,,,
29/03/19,11000,,,1804,14:40,Partly Cloudy,17.10,43.40,"Updated 18:54 UTC+1:00",,,,,
28/03/19,3400,,,1632,16:15,Cloudy,17.50,32.50,"Updated 17:58 UTC+1:00",,,,,
27/03/19,8700,,,2296,14:45,Mostly Cloudy,16.90,41.80,"Updated 18:20 UTC+1:00",,,,,
26/03/19,5400,,,1143,14:30,Cloudy,16.60,31.70,"Updated 17:56 UTC+1:00",,,,,
25/03/19,6800,,,2323,16:25,Mostly Cloudy,16.00,35.90,"Updated 18:03 UTC+1:00",,,,,
24/03/19,12300,,,2035,15:15,Partly Cloudy,16.10,45.10,"Updated 18:25 UTC+1:00",,,,,
23/03/19,7000,,,1803,15:05,Mostly Cloudy,17.60,37.60,"Updated 18:25 UTC+1:00",,,,,
22/03/19,10200,,,1891,15:25,Mostly Cloudy,17.40,43.50,"Updated 17:52 UTC+1:00",,,,,
21/03/19,1300,,,334,12:20,Showers,17.00,25.30,"Updated 16:20 UTC+1:00",,,,,
20/03/19,4800,,,1175,13:35,Cloudy,17.10,31.50,"Updated 18:42 UTC+1:00",,,,,
19/03/19,9400,,,2306,14:45,Mostly Cloudy,15.90,42.30,"Updated 18:11 UTC+1:00",,,,,
18/03/19,7500,,,2492,15:40,Mostly Cloudy,15.60,41.10,"Updated 18:09 UTC+1:00",,,,,
17/03/19,5900,,,2427,15:55,Cloudy,15.40,35.60,"Updated 18:06 UTC+1:00",,,,,
16/03/19,2100,,,746,14:05,Showers,15.70,26.70,"Updated 17:57 UTC+1:00",,,,,
15/03/19,3400,,,1271,15:40,Cloudy,16.00,30.70,"Updated 17:57 UTC+1:00",,,,,
14/03/19,3000,,,2479,15:55,Cloudy,15.30,30.10,"Updated 18:12 UTC+1:00",,,,,
13/03/19,3100,,,1883,16:45,Cloudy,15.00,31.80,"Updated 18:00 UTC+1:00",,,,,
12/03/19,2000,,,577,11:05,Showers,15.40,25.80,"Updated 16:29 UTC+1:00",,,,,
11/03/19,4100,,,2242,13:50,Cloudy,14.50,31.90,"Updated 17:40 UTC+1:00",,,,,
10/03/19,1000,,,327,11:40,Showers,16.30,24.00,"Updated 15:50 UTC+1:00",,,,,
09/03/19,5400,,,2298,15:35,Cloudy,16.20,36.80,"Updated 17:36 UTC+1:00",,,,,
08/03/19,5500,,,2183,14:30,Cloudy,15.60,39.10,"Updated 17:57 UTC+1:00",,,,,
07/03/19,5900,,,2115,15:20,Cloudy,16.60,36.30,"Updated 17:27 UTC+1:00",,,,,
06/03/19,1400,,,411,10:30,Showers,16.20,25.90,"Updated 16:18 UTC+1:00",,,,,
05/03/19,7800,,,2178,15:45,Mostly Cloudy,16.00,38.40,"Updated 18:08 UTC+1:00",,,,,
04/03/19,9500,,,1971,14:05,Mostly Cloudy,16.10,41.90,"Updated 17:51 UTC+1:00",,,,,
03/03/19,600,,,274,12:25,Showers,16.30,24.10,"Updated 15:16 UTC+1:00",,,,,
02/03/19,4400,,,1803,14:35,Cloudy,15.60,34.20,"Updated 16:42 UTC+1:00",,,,,
01/03/19,1500,,,402,13:25,Showers,16.80,25.80,"Updated 18:02 UTC+1:00",,,,,
28/02/19,3800,,,1392,13:45,Cloudy,16.80,34.60,"Updated 16:37 UTC+1:00",,,,,
27/02/19,8100,,,1591,14:50,Mostly Cloudy,16.80,40.00,"Updated 17:31 UTC+1:00",,,,,
26/02/19,8200,,,1622,15:10,Mostly Cloudy,16.60,40.20,"Updated 18:00 UTC+1:00",,,,,
25/02/19,7900,,,1570,16:05,Mostly Cloudy,16.00,38.90,"Updated 17:35 UTC+1:00",,,,,
24/02/19,7200,,,1761,14:25,Mostly Cloudy,16.00,37.70,"Updated 17:40 UTC+1:00",,,,,
23/02/19,8000,,,1580,14:50,Mostly Cloudy,16.50,39.40,"Updated 17:34 UTC+1:00",,,,,
22/02/19,1700,,,748,13:15,Showers,16.80,28.40,"Updated 16:04 UTC+1:00",,,,,
21/02/19,1500,,,532,13:15,Showers,16.50,26.60,"Updated 15:55 UTC+1:00",,,,,
20/02/19,7100,,,1764,15:35,Mostly Cloudy,15.90,38.90,"Updated 17:03 UTC+1:00",,,,,
19/02/19,3600,,,1785,15:45,Cloudy,16.10,33.90,"Updated 16:51 UTC+1:00",,,,,
18/02/19,5700,,,1416,15:00,Cloudy,16.00,35.50,"Updated 17:16 UTC+1:00",,,,,
17/02/19,6500,,,1434,15:25,Cloudy,15.70,36.60,"Updated 17:06 UTC+1:00",,,,,
16/02/19,5700,,,1371,14:00,Cloudy,16.10,34.90,"Updated 17:25 UTC+1:00",,,,,
15/02/19,7500,,,1586,15:05,Mostly Cloudy,16.10,38.80,"Updated 17:18 UTC+1:00",,,,,
14/02/19,7100,,,1596,15:05,Mostly Cloudy,16.20,38.20,"Updated 17:07 UTC+1:00",,,,,
13/02/19,3500,,,1397,14:55,Cloudy,16.00,32.50,"Updated 17:20 UTC+1:00",,,,,
12/02/19,4600,,,1583,14:20,Cloudy,15.30,34.20,"Updated 16:50 UTC+1:00",,,,,
11/02/19,5600,,,1613,15:05,Cloudy,15.20,36.60,"Updated 17:24 UTC+1:00",,,,,
10/02/19,800,,,416,12:40,Showers,16.10,25.00,"Updated 15:47 UTC+1:00",,,,,
09/02/19,4500,,,1606,14:20,Cloudy,15.90,34.00,"Updated 16:39 UTC+1:00",,,,,
08/02/19,500,,,146,13:35,Showers,16.30,23.50,"Updated 15:56 UTC+1:00",,,,,
07/02/19,5300,,,1650,14:30,Cloudy,16.00,36.10,"Updated 16:48 UTC+1:00",,,,,
06/02/19,500,,,201,13:45,Showers,16.00,23.20,"Updated 15:49 UTC+1:00",,,,,
05/02/19,700,,,364,13:10,Showers,15.40,22.90,"Updated 15:12 UTC+1:00",,,,,
04/02/19,500,,,152,11:05,Showers,14.20,21.30,"Updated 14:32 UTC+1:00",,,,,
03/02/19,4600,,,1637,15:25,Cloudy,14.40,34.90,"Updated 17:03 UTC+1:00",,,,,
02/02/19,1400,,,446,14:05,Showers,15.60,25.60,"Updated 16:44 UTC+1:00",,,,,
01/02/19,400,,,242,13:20,Showers,15.70,22.30,"Updated 16:40 UTC+1:00",,,,,
31/01/19,800,,,246,11:05,Showers,15.50,23.30,"Updated 16:06 UTC+1:00",,,,,
30/01/19,1400,,,366,12:25,Showers,15.40,24.90,"Updated 15:14 UTC+1:00",,,,,
29/01/19,4200,,,1187,14:10,Cloudy,15.50,32.20,"Updated 16:15 UTC+1:00",,,,,
28/01/19,3200,,,1407,14:00,Cloudy,14.90,30.90,"Updated 16:10 UTC+1:00",,,,,
27/01/19,1200,,,1316,14:55,Showers,15.70,27.60,"Updated 15:51 UTC+1:00",,,,,
26/01/19,500,,,304,13:40,Showers,15.10,23.10,"Updated 15:27 UTC+1:00",,,,,
25/01/19,600,,,198,13:55,Showers,15.00,21.90,"Updated 15:06 UTC+1:00",,,,,
24/01/19,1600,,,876,14:00,Showers,14.50,25.90,"Updated 15:48 UTC+1:00",,,,,
23/01/19,400,,,133,12:20,Showers,14.20,21.20,"Updated 14:58 UTC+1:00",,,,,
22/01/19,500,,,162,11:35,Showers,13.70,20.80,"Updated 14:16 UTC+1:00",,,,,
21/01/19,2900,,,1114,15:10,Cloudy,13.20,27.30,"Updated 16:12 UTC+1:00",,,,,
20/01/19,5100,,,1428,15:15,Cloudy,12.80,33.30,"Updated 16:39 UTC+1:00",,,,,
19/01/19,4600,,,1246,14:55,Cloudy,14.10,32.10,"Updated 16:13 UTC+1:00",,,,,
18/01/19,2600,,,1013,13:40,Cloudy,14.10,29.70,"Updated 15:37 UTC+1:00",,,,,
17/01/19,2200,,,1521,14:05,Showers,14.70,30.20,"Updated 15:32 UTC+1:00",,,,,
16/01/19,200,,,157,12:40,Showers,15.50,21.70,"Updated 14:23 UTC+1:00",,,,,
15/01/19,1200,,,711,14:00,Showers,14.70,25.70,"Updated 15:56 UTC+1:00",,,,,
14/01/19,2900,,,1259,13:50,Cloudy,14.50,31.40,"Updated 15:49 UTC+1:00",,,,,
13/01/19,300,,,125,15:45,Showers,14.40,21.40,"Updated 15:44 UTC+1:00",,,,,
12/01/19,400,,,651,14:40,Showers,15.10,23.30,"Updated 15:00 UTC+1:00",,,,,
11/01/19,1000,,,965,13:30,Showers,15.20,25.70,"Updated 14:35 UTC+1:00",,,,,
10/01/19,600,,,230,13:35,Showers,14.90,22.50,"Updated 15:42 UTC+1:00",,,,,
09/01/19,3400,,,1161,14:35,Cloudy,14.70,30.70,"Updated 15:56 UTC+1:00",,,,,
08/01/19,1200,,,982,14:20,Showers,14.80,25.20,"Updated 15:06 UTC+1:00",,,,,
07/01/19,400,,,170,12:05,Showers,14.70,22.10,"Updated 15:48 UTC+1:00",,,,,
06/01/19,1000,,,369,12:50,Showers,14.90,24.30,"Updated 15:22 UTC+1:00",,,,,
05/01/19,300,,,121,14:10,Showers,15.30,22.30,"Updated 15:33 UTC+1:00",,,,,
04/01/19,100,,,51,12:55,Showers,15.10,21.20,"Updated 13:46 UTC+1:00",,,,,
03/01/19,2500,,,1172,15:05,Showers,14.90,30.20,"Updated 15:59 UTC+1:00",,,,,
02/01/19,800,,,936,14:45,Showers,14.80,25.30,"Updated 14:55 UTC+1:00",,,,,
01/01/19,1200,,,918,13:30,Showers,15.30,25.80,"Updated 15:42 UTC+1:00",,,,,
31/12/18,1200,,,997,12:50,Showers,16.10,27.10,"Updated 13:54 UTC+1:00",,,,,
30/12/18,400,,,167,12:10,Showers,15.30,22.70,"Updated 14:04 UTC+1:00",,,,,
29/12/18,0,,,81,11:15,Not Sure,15.60,21.80,"Updated 12:02 UTC+1:00",,,,,
28/12/18,200,,,82,12:50,Showers,15.60,21.90,"Updated 14:09 UTC+1:00",,,,,
27/12/18,1200,,,356,12:40,Showers,15.20,24.40,"Updated 15:15 UTC+1:00",,,,,
26/12/18,400,,,144,13:00,Showers,15.10,22.50,"Updated 15:41 UTC+1:00",,,,,
25/12/18,1600,,,1058,13:25,Showers,14.90,26.40,"Updated 15:28 UTC+1:00",,,,,
24/12/18,3000,,,1049,14:35,Cloudy,15.00,31.40,"Updated 15:01 UTC+1:00",,,,,
23/12/18,200,,,112,12:00,Showers,15.40,22.10,"Updated 13:23 UTC+1:00",,,,,
22/12/18,500,,,179,12:00,Showers,15.80,23.10,"Updated 15:11 UTC+1:00",,,,,
21/12/18,300,,,176,11:55,Showers,16.30,23.00,"Updated 14:27 UTC+1:00",,,,,
20/12/18,500,,,331,13:05,Showers,16.70,24.10,"Updated 13:29 UTC+1:00",,,,,
19/12/18,600,,,536,15:05,Showers,15.80,24.00,"Updated 16:03 UTC+1:00",,,,,
18/12/18,800,,,400,14:35,Showers,15.70,24.80,"Updated 14:53 UTC+1:00",,,,,
17/12/18,500,,,749,15:15,Showers,15.20,24.70,"Updated 15:21 UTC+1:00",,,,,
16/12/18,200,,,117,12:45,Showers,14.70,21.20,"Updated 14:04 UTC+1:00",,,,,
15/12/18,400,,,185,13:10,Showers,15.70,22.50,"Updated 14:26 UTC+1:00",,,,,
14/12/18,1800,,,930,15:00,Showers,16.10,28.10,"Updated 15:39 UTC+1:00",,,,,
13/12/18,2500,,,1095,14:35,Cloudy,15.30,29.20,"Updated 15:36 UTC+1:00",,,,,
12/12/18,800,,,313,14:10,Showers,15.90,23.80,"Updated 14:32 UTC+1:00",,,,,
11/12/18,1000,,,994,12:25,Showers,15.50,24.60,"Updated 15:06 UTC+1:00",,,,,
10/12/18,2400,,,1114,14:30,Cloudy,15.00,30.20,"Updated 15:36 UTC+1:00",,,,,
09/12/18,1700,,,1034,12:55,Showers,15.10,28.40,"Updated 15:33 UTC+1:00",,,,,
08/12/18,900,,,1070,14:00,Showers,16.30,26.30,"Updated 15:06 UTC+1:00",,,,,
07/12/18,100,,,177,13:10,Showers,17.40,23.20,"Updated 14:43 UTC+1:00",,,,,
06/12/18,200,,,128,11:35,Showers,16.30,22.90,"Updated 13:34 UTC+1:00",,,,,
05/12/18,500,,,204,11:40,Showers,15.30,22.60,"Updated 15:01 UTC+1:00",,,,,
04/12/18,3600,,,1131,14:20,Cloudy,15.40,33.00,"Updated 15:33 UTC+1:00",,,,,
03/12/18,1000,,,585,12:15,Showers,16.20,25.60,"Updated 14:34 UTC+1:00",,,,,
02/12/18,500,,,305,13:20,Showers,15.70,24.10,"Updated 14:03 UTC+1:00",,,,,
01/12/18,1100,,,461,12:40,Showers,15.30,24.70,"Updated 15:14 UTC+1:00",,,,,
30/11/18,2400,,,1183,13:45,Cloudy,15.60,29.50,"Updated 15:39 UTC+1:00",,,,,
29/11/18,500,,,247,14:30,Showers,14.80,23.20,"Updated 15:02 UTC+1:00",,,,,
28/11/18,300,,,104,11:45,Showers,14.50,21.20,"Updated 15:18 UTC+1:00",,,,,
27/11/18,600,,,218,11:50,Showers,14.40,22.80,"Updated 13:59 UTC+1:00",,,,,
26/11/18,500,,,186,14:20,Showers,14.80,22.30,"Updated 15:31 UTC+1:00",,,,,
25/11/18,500,,,184,12:10,Showers,14.60,22.10,"Updated 13:58 UTC+1:00",,,,,
24/11/18,1000,,,287,14:40,Showers,14.60,23.50,"Updated 15:42 UTC+1:00",,,,,
23/11/18,1100,,,402,11:30,Showers,14.40,23.80,"Updated 15:12 UTC+1:00",,,,,
22/11/18,800,,,310,12:20,Showers,14.60,22.80,"Updated 15:45 UTC+1:00",,,,,
21/11/18,2800,,,1049,14:05,Cloudy,14.20,30.50,"Updated 15:08 UTC+1:00",,,,,
20/11/18,200,,,88,11:55,Showers,14.50,20.70,"Updated 14:19 UTC+1:00",,,,,
19/11/18,1500,,,617,13:50,Showers,14.80,25.90,"Updated 16:18 UTC+1:00",,,,,
18/11/18,3700,,,1310,13:40,Cloudy,14.80,32.30,"Updated 16:18 UTC+1:00",,,,,
17/11/18,4800,,,1236,14:10,Cloudy,15.00,33.80,"Updated 15:53 UTC+1:00",,,,,
16/11/18,800,,,353,14:45,Showers,15.70,24.20,"Updated 16:32 UTC+1:00",,,,,
15/11/18,4800,,,1205,14:30,Cloudy,16.30,34.90,"Updated 16:05 UTC+1:00",,,,,
14/11/18,3400,,,1022,14:05,Cloudy,16.20,30.90,"Updated 16:10 UTC+1:00",,,,,
13/11/18,2500,,,1558,14:05,Showers,17.10,29.80,"Updated 16:01 UTC+1:00",,,,,
12/11/18,1500,,,1225,13:40,Showers,16.80,29.10,"Updated 15:20 UTC+1:00",,,,,
11/11/18,2000,,,1334,15:00,Showers,16.20,29.00,"Updated 15:44 UTC+1:00",,,,,
10/11/18,700,,,367,11:55,Showers,16.50,25.30,"Updated 14:58 UTC+1:00",,,,,
09/11/18,2600,,,1069,14:35,Cloudy,16.20,29.70,"Updated 16:18 UTC+1:00",,,,,
08/11/18,5500,,,1334,14:30,Cloudy,16.50,36.30,"Updated 16:15 UTC+1:00",,,,,
07/11/18,1400,,,644,11:40,Showers,16.20,27.30,"Updated 14:16 UTC+1:00",,,,,
06/11/18,4300,,,1430,14:30,Cloudy,16.00,34.60,"Updated 16:46 UTC+1:00",,,,,
05/11/18,1000,,,332,12:05,Showers,15.60,24.80,"Updated 14:36 UTC+1:00",,,,,
04/11/18,3700,,,826,13:15,Cloudy,15.70,29.90,"Updated 16:16 UTC+1:00",,,,,
03/11/18,5300,,,1416,15:05,Cloudy,15.50,34.30,"Updated 16:26 UTC+1:00",,,,,
02/11/18,3900,,,1699,14:20,Cloudy,16.30,36.20,"Updated 15:37 UTC+1:00",,,,,
01/11/18,1400,,,452,11:15,Showers,16.00,25.50,"Updated 14:31 UTC+1:00",,,,,
31/10/18,4100,,,1500,15:25,Cloudy,15.00,33.40,"Updated 16:36 UTC+1:00",,,,,
30/10/18,600,,,320,13:05,Showers,15.20,23.00,"Updated 13:28 UTC+1:00",,,,,
29/10/18,900,,,357,10:10,Showers,15.20,23.80,"Updated 15:19 UTC+1:00",,,,,
28/10/18,7300,,,1634,14:40,Mostly Cloudy,16.20,38.20,"Updated 16:38 UTC+1:00",,,,,
27/10/18,4700,,,1677,14:50,Cloudy,16.30,34.70,"Updated 17:32 UTC+2:00",,,,,
26/10/18,1500,,,939,15:40,Showers,17.20,28.40,"Updated 17:21 UTC+2:00",,,,,
25/10/18,1500,,,844,15:20,Showers,17.60,28.20,"Updated 17:06 UTC+2:00",,,,,
24/10/18,3500,,,1720,14:30,Cloudy,17.70,36.70,"Updated 17:53 UTC+2:00",,,,,
23/10/18,1100,,,365,12:40,Showers,17.50,26.10,"Updated 16:56 UTC+2:00",,,,,
22/10/18,5600,,,1856,15:30,Cloudy,18.10,39.40,"Updated 18:16 UTC+2:00",,,,,
21/10/18,2500,,,863,13:20,Showers,18.60,31.20,"Updated 17:12 UTC+2:00",,,,,
20/10/18,3000,,,1529,15:20,Cloudy,19.20,32.50,"Updated 17:54 UTC+2:00",,,,,
19/10/18,7400,,,1735,15:20,Mostly Cloudy,20.10,41.90,"Updated 17:51 UTC+2:00",,,,,
18/10/18,5000,,,1958,15:10,Cloudy,21.30,41.50,"Updated 17:32 UTC+2:00",,,,,
17/10/18,5900,,,1646,15:30,Cloudy,21.40,39.80,"Updated 18:13 UTC+2:00",,,,,
16/10/18,7200,,,1458,15:55,Mostly Cloudy,21.20,43.00,"Updated 18:06 UTC+2:00",,,,,
15/10/18,5100,,,1492,15:25,Cloudy,21.10,42.70,"Updated 17:41 UTC+2:00",,,,,
14/10/18,5100,,,1423,14:30,Cloudy,21.10,40.10,"Updated 18:02 UTC+2:00",,,,,
13/10/18,6900,,,1463,14:45,Mostly Cloudy,20.90,42.50,"Updated 17:56 UTC+2:00",,,,,
12/10/18,7400,,,1605,16:05,Mostly Cloudy,20.20,41.60,"Updated 18:02 UTC+2:00",,,,,
11/10/18,7800,,,1589,15:35,Mostly Cloudy,19.20,42.60,"Updated 17:54 UTC+2:00",,,,,
10/10/18,8200,,,1590,15:50,Mostly Cloudy,18.40,42.40,"Updated 18:08 UTC+2:00",,,,,
09/10/18,8000,,,1659,15:35,Mostly Cloudy,18.50,41.30,"Updated 18:20 UTC+2:00",,,,,
08/10/18,7100,,,1695,14:35,Mostly Cloudy,18.10,39.10,"Updated 18:36 UTC+2:00",,,,,
07/10/18,6700,,,1779,16:00,Cloudy,19.30,40.20,"Updated 18:23 UTC+2:00",,,,,
06/10/18,7900,,,1617,16:20,Mostly Cloudy,19.10,43.40,"Updated 17:57 UTC+2:00",,,,,
05/10/18,8900,,,1727,16:00,Mostly Cloudy,18.40,43.10,"Updated 18:36 UTC+2:00",,,,,
04/10/18,3200,,,1761,16:00,Cloudy,18.90,32.40,"Updated 18:24 UTC+2:00",,,,,
03/10/18,8600,,,1930,16:10,Mostly Cloudy,18.00,41.90,"Updated 18:29 UTC+2:00",,,,,
02/10/18,6400,,,2064,15:40,Cloudy,18.00,40.60,"Updated 18:29 UTC+2:00",,,,,
01/10/18,6300,,,2063,15:20,Cloudy,18.70,37.80,"Updated 18:16 UTC+2:00",,,,,
30/09/18,6400,,,2001,15:20,Cloudy,18.30,41.20,"Updated 17:33 UTC+2:00",,,,,
29/09/18,8900,,,1934,15:10,Mostly Cloudy,19.30,44.60,"Updated 18:27 UTC+2:00",,,,,
28/09/18,8100,,,2171,15:50,Mostly Cloudy,20.60,43.10,"Updated 18:26 UTC+2:00",,,,,
27/09/18,10400,,,1830,16:00,Mostly Cloudy,19.50,46.60,"Updated 18:28 UTC+2:00",,,,,
26/09/18,10600,,,1871,15:35,Mostly Cloudy,18.80,45.30,"Updated 18:33 UTC+2:00",,,,,
25/09/18,5700,,,1862,14:55,Cloudy,18.70,39.00,"Updated 18:54 UTC+2:00",,,,,
24/09/18,8300,,,2278,15:10,Mostly Cloudy,19.10,42.10,"Updated 18:51 UTC+2:00",,,,,
23/09/18,1200,,,664,16:25,Showers,20.50,30.00,"Updated 17:36 UTC+2:00",,,,,
22/09/18,2900,,,691,13:00,Cloudy,21.30,32.70,"Updated 18:02 UTC+2:00",,,,,
21/09/18,8200,,,2333,15:50,Mostly Cloudy,22.50,49.30,"Updated 18:12 UTC+2:00",,,,,
20/09/18,4800,,,1753,15:50,Cloudy,22.60,39.80,"Updated 18:46 UTC+2:00",,,,,
19/09/18,7800,,,2029,16:40,Mostly Cloudy,22.30,45.40,"Updated 19:19 UTC+2:00",,,,,
18/09/18,10000,,,2028,15:25,Mostly Cloudy,21.30,47.80,"Updated 18:52 UTC+2:00",,,,,
17/09/18,10600,,,1818,15:45,Mostly Cloudy,20.50,47.70,"Updated 19:03 UTC+2:00",,,,,
16/09/18,9100,,,2005,16:05,Mostly Cloudy,20.60,45.80,"Updated 19:28 UTC+2:00",,,,,
15/09/18,10900,,,2173,15:50,Partly Cloudy,20.30,48.20,"Updated 19:16 UTC+2:00",,,,,
14/09/18,5200,,,1640,15:00,Cloudy,20.50,37.30,"Updated 19:06 UTC+2:00",,,,,
13/09/18,11500,,,2000,16:25,Partly Cloudy,20.30,47.30,"Updated 19:06 UTC+2:00",,,,,
12/09/18,3000,,,1241,12:45,Cloudy,21.40,32.70,"Updated 18:17 UTC+2:00",,,,,
11/09/18,3400,,,963,12:50,Cloudy,21.20,32.90,"Updated 19:02 UTC+2:00",,,,,
10/09/18,4400,,,852,14:55,Cloudy,22.30,34.50,"Updated 18:57 UTC+2:00",,,,,
09/09/18,9200,,,2189,17:05,Mostly Cloudy,20.90,46.10,"Updated 19:02 UTC+2:00",,,,,
08/09/18,5100,,,1373,13:45,Cloudy,21.00,37.40,"Updated 19:15 UTC+2:00",,,,,
07/09/18,11300,,,2461,16:15,Partly Cloudy,21.60,48.80,"Updated 18:42 UTC+2:00",,,,,
06/09/18,2600,,,1111,18:05,Showers,22.60,33.50,"Updated 19:27 UTC+2:00",,,,,
05/09/18,1800,,,933,18:10,Showers,23.30,35.10,"Updated 19:16 UTC+2:00",,,,,
04/09/18,9300,,,1583,16:05,Mostly Cloudy,22.50,46.60,"Updated 19:35 UTC+2:00",,,,,
03/09/18,7400,,,1502,17:05,Mostly Cloudy,21.80,42.30,"Updated 19:39 UTC+2:00",,,,,
02/09/18,11300,,,2064,15:30,Partly Cloudy,20.40,47.10,"Updated 19:48 UTC+2:00",,,,,
01/09/18,12100,,,2189,15:35,Partly Cloudy,20.70,48.00,"Updated 20:06 UTC+2:00",,,,,
31/08/18,6100,,,1507,15:10,Cloudy,20.90,38.50,"Updated 19:58 UTC+2:00",,,,,
30/08/18,11000,,,2090,16:30,Partly Cloudy,20.60,47.10,"Updated 19:50 UTC+2:00",,,,,
29/08/18,2800,,,573,12:10,Cloudy,21.50,31.90,"Updated 19:18 UTC+2:00",,,,,
28/08/18,5100,,,1832,16:25,Cloudy,21.10,40.30,"Updated 19:29 UTC+2:00",,,,,
27/08/18,5400,,,2101,15:35,Cloudy,20.80,41.00,"Updated 19:44 UTC+2:00",,,,,
26/08/18,6900,,,2147,14:35,Mostly Cloudy,20.80,43.80,"Updated 19:04 UTC+2:00",,,,,
25/08/18,8300,,,2444,15:40,Mostly Cloudy,21.90,47.90,"Updated 19:57 UTC+2:00",,,,,
24/08/18,9400,,,2449,15:35,Mostly Cloudy,23.20,47.40,"Updated 19:16 UTC+2:00",,,,,
23/08/18,3700,,,934,16:15,Cloudy,24.90,37.00,"Updated 18:36 UTC+2:00",,,,,
22/08/18,11800,,,2003,15:35,Partly Cloudy,24.70,51.20,"Updated 19:56 UTC+2:00",,,,,
21/08/18,8500,,,1709,17:00,Mostly Cloudy,31.90,45.80,"Updated 18:40 UTC+2:00",,,,,
20/08/18,2500,,,1537,12:45,Cloudy,23.80,36.90,"Updated 14:26 UTC+2:00",,,,,
19/08/18,3600,,,2301,14:50,Cloudy,23.60,38.80,"Updated 19:21 UTC+2:00",,,,,
18/08/18,5000,,,2452,17:30,Cloudy,23.90,40.70,"Updated 19:19 UTC+2:00",,,,,
17/08/18,13400,,,2239,16:15,Partly Cloudy,23.50,52.20,"Updated 20:19 UTC+2:00",,,,,
16/08/18,3100,,,779,16:45,Cloudy,23.70,34.30,"Updated 18:58 UTC+2:00",,,,,
15/08/18,4600,,,2210,15:20,Cloudy,23.60,43.40,"Updated 20:22 UTC+2:00",,,,,
14/08/18,8100,,,2178,14:40,Mostly Cloudy,23.40,49.20,"Updated 20:20 UTC+2:00",,,,,
13/08/18,3900,,,1745,19:25,Cloudy,23.70,35.90,"Updated 20:10 UTC+2:00",,,,,
12/08/18,8500,,,2067,15:05,Mostly Cloudy,22.50,47.10,"Updated 19:09 UTC+2:00",,,,,
11/08/18,12800,,,2449,16:40,Partly Cloudy,22.20,50.00,"Updated 20:20 UTC+2:00",,,,,
10/08/18,7400,,,2432,17:05,Mostly Cloudy,23.80,49.00,"Updated 18:56 UTC+2:00",,,,,
09/08/18,3100,,,539,12:55,Cloudy,30.60,36.20,"Updated 20:17 UTC+2:00",,,,,
08/08/18,7000,,,2489,14:55,Mostly Cloudy,28.20,47.00,"Updated 19:30 UTC+2:00",,,,,
07/08/18,10600,,,1781,16:10,Mostly Cloudy,27.30,56.30,"Updated 19:44 UTC+2:00",,,,,
06/08/18,14000,,,1965,17:25,Fine,26.30,55.80,"Updated 20:47 UTC+2:00",,,,,
05/08/18,15000,,,2308,15:40,Fine,27.10,56.60,"Updated 20:52 UTC+2:00",,,,,
04/08/18,10300,,,1987,15:00,Mostly Cloudy,28.30,50.10,"Updated 20:16 UTC+2:00",,,,,
03/08/18,500,,,323,11:20,Showers,28.60,35.50,"Updated 11:21 UTC+2:00",,,,,
02/08/18,11500,,,1951,16:40,Partly Cloudy,26.70,56.50,"Updated 18:17 UTC+2:00",,,,,
